end_to_end	chemical_ner	gene_ner	text
None	O O O O O O B-CHEMICAL O B-CHEMICAL O	O O O O O O O O O O	Fewer patients suffer adverse events on donepezil than rivastigmine .
None	O O O O O O O O O O O O O O O O O O	O O O O O O B-GENE-Y O O O O O O O O O O O	AUTHORS ' CONCLUSIONS : The three cholinesterase inhibitors are efficacious for mild to moderate Alzheimer 's disease .
None	O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O	It is not possible to identify those who will respond to treatment prior to treatment .
None	O O O O O O O O O O O O O O	O O O O O O O O O O O O O O	There is no evidence that treatment with a ChEI is not cost effective .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O	Despite the slight variations in the mode of action of the three cholinesterase inhibitors there is no evidence of any differences between them with respect to efficacy .
None	O O O O O O O O O B-CHEMICAL O O B-CHEMICAL O	O O O O O O O O O O O O O O	There appears to be less adverse effects associated with donepezil compared with rivastigmine .
None	O O O O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O	It may be that galantamine and rivastigmine match donepezil in tolerability if a careful and gradual titration routine over more than three months is used .
None	O O B-CHEMICAL O O O O O O O O O O O O	O O O O O O O O O O O O O O O	Titration with donepezil is more straightforward and the lower dose may be worth consideration .
None	O O O B-CHEMICAL O B-CHEMICAL O O O O O O O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O	O O O O O O O O O O O O O O B-GENE-N O O O B-GENE-Y O O O O O O O O O	The effects of mitiglinide ( KAD-1229 ) , a new anti-diabetic drug , on ATP-sensitive K+ channels and insulin secretion : comparison with the sulfonylureas and nateglinide .
(0, 14, CPR_3) , (0, 19, CPR_4) , (2, 14, CPR_3) , (2, 19, CPR_4)	B-CHEMICAL O B-CHEMICAL O O O O O O O O O O O O O O O O B-CHEMICAL B-CHEMICAL O B-CHEMICAL O O O O O O O	O O O O O O O O O O O O O O B-GENE-Y O O O O B-GENE-N O O O O O O O O O O	Mitiglinide ( KAD-1229 ) , a new anti-diabetic drug , is thought to stimulate insulin secretion by closing the ATP-sensitive K+ ( K(ATP ) ) channels in pancreatic beta-cells .
None	O O O O O O O B-CHEMICAL O O O O O O	O O O O O O O B-GENE-N O O O O O O	However , its selectivity for the various K(ATP ) channels is not known .
None	O O O O O O O O O B-CHEMICAL O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O B-CHEMICAL O	O O O O O O O O O O O O O B-GENE-N O O O B-GENE-Y O B-GENE-Y O O B-GENE-Y O O O O O O O O O O O O O O O O	In this study , we examined the effects of mitiglinide on various cloned K(ATP ) channels ( Kir6.2/SUR1 , Kir6.2/SUR2A , and Kir6.2/SUR2B ) reconstituted in COS-1 cells , and compared them to another meglitinide-related compound , nateglinide .
(8, 11, CPR_4) , (8, 11, CPR_4)	O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O O O B-GENE-Y O B-GENE-Y O O O O O O O O O O O O O	Patch-clamp analysis using inside-out recording configuration showed that mitiglinide inhibits the Kir6.2/SUR1 channel currents in a dose-dependent manner ( IC50 value , 100 nM ) but does not significantly inhibit either Kir6.2/SUR2A or Kir6.2/SUR2B channel currents even at high doses ( more than 10 microM ) .
(0, 2, CPR_4) , (0, 2, CPR_4) , (0, 4, CPR_4) , (0, 4, CPR_4) , (0, 12, CPR_4) , (0, 12, CPR_4)	B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O	O O B-GENE-Y O B-GENE-Y O O O O O O O B-GENE-Y O O O O O O O O O	Nateglinide inhibits Kir6.2/SUR1 and Kir6.2/SUR2B channels at 100 nM , and inhibits Kir6.2/SUR2A channels at high concentrations ( 1 microM ) .
None	O O O B-CHEMICAL O B-CHEMICAL O O B-CHEMICAL O O O O O O O O O O O O O B-CHEMICAL O O O O O O B-CHEMICAL O O O O B-CHEMICAL O O O O B-CHEMICAL O O O O O O O O O O O B-CHEMICAL O O O	O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Binding experiments on mitiglinide , nateglinide , and repaglinide to SUR1 expressed in COS-1 cells revealed that they inhibit the binding of [3H]glibenclamide to SUR1 ( IC50 values : mitiglinide , 280 nM ; nateglinide , 8 microM ; repaglinide , 1.6 microM ) , suggesting that they all share a glibenclamide binding site .
None	O O O O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O O B-CHEMICAL O O O O O B-CHEMICAL O B-CHEMICAL O O B-CHEMICAL O O O O O O O B-CHEMICAL O B-CHEMICAL O O	O B-GENE-N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	The insulin responses to glucose , mitiglinide , tolbutamide , and glibenclamide in MIN6 cells after chronic mitiglinide , nateglinide , or repaglinide treatment were comparable to those after chronic tolbutamide and glibenclamide treatment .
(31, 24, CPR_5)	O O O O O O O O B-CHEMICAL O B-CHEMICAL O O O O O O O O O O O O O B-CHEMICAL O O O O O O B-CHEMICAL O O O O O O O O	O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O B-GENE-N O O O O O O O O O O O O O O O	These results indicate that , similar to the sulfonylureas , mitiglinide is highly specific to the Kir6.2/SUR1 complex , i.e. , the pancreatic beta-cell K(ATP ) channel , and suggest that mitiglinide may be a clinically useful anti-diabetic drug .
None	O O O O O O O O O O O O O O O O	O O O O O O O O O B-GENE-Y O O O O O O	A systematic comparison of the properties of clinically used angiotensin II type 1 receptor antagonists .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Angiotensin II type 1 receptor antagonists ( ARBs ) have become an important drug class in the treatment of hypertension and heart failure and the protection from diabetic nephropathy .
None	O O O O O O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O O	O O O O O O O O O O O O O O O O O O O O O O O	Eight ARBs are clinically available [ azilsartan , candesartan , eprosartan , irbesartan , losartan , olmesartan , telmisartan , valsartan ] .
None	B-CHEMICAL O O O O O O B-CHEMICAL O O B-CHEMICAL O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Azilsartan ( in some countries ) , candesartan , and olmesartan are orally administered as prodrugs , whereas the blocking action of some is mediated through active metabolites .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	On the basis of their chemical structures , ARBs use different binding pockets in the receptor , which are associated with differences in dissociation times and , in most cases , apparently insurmountable antagonism .
None	O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O	The physicochemical differences between ARBs also manifest in different tissue penetration , including passage through the blood-brain barrier .
None	O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O	Differences in binding mode and tissue penetration are also associated with differences in pharmacokinetic profile , particularly duration of action .
(15, 5, CPR_6) , (15, 21, CPR_5)	O O O O O O O O O O O O O O O B-CHEMICAL O O O O O O O O O	O O O O O B-GENE-Y O O O O O O O O O O O O O O O B-GENE-Y O O O	Although generally highly specific for angiotensin II type 1 receptors , some ARBs , particularly telmisartan , are partial agonists at peroxisome proliferator-activated receptor-γ .
None	O O O O O O O O O O O	O O O O O O O O O O O	All of these properties are comprehensively reviewed in this article .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Although there is general consensus that a continuous receptor blockade over a 24-hour period is desirable , the clinical relevance of other pharmacological differences between individual ARBs remains to be assessed .
None	O O O O O	O O O O O	Diuretic effects of cannabinoids .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O	In vivo effects of cannabinoid ( CB ) agonists are often assessed using four well-established measures : locomotor activity , hypothermia , cataleptic-like effects , and analgesia .
None	O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O	The present studies demonstrate that doses of CB agonists that produce these effects also reliably increase diuresis .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O	Diuretic effects of several CB agonists were measured in female rats over 2 hours immediately after drug injection , and results were compared with hypothermic effects .
(5, 1, CPR_5) , (7, 1, CPR_5) , (10, 1, CPR_5) , (14, 1, CPR_5) , (16, 1, CPR_5) , (20, 1, CPR_5) , (22, 1, CPR_5)	O O O O O B-CHEMICAL O B-CHEMICAL O O B-CHEMICAL O O O B-CHEMICAL O B-CHEMICAL O O O B-CHEMICAL O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O	O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Direct-acting CB1 agonists , including Δ(9)-tetrahydrocannabinol , WIN 55,212 [ R-(1)-[2,3-dihydro-5-methyl-3-[(morpholinyl)methyl]pyrrolo[1,2,3-de]-1,4-benzoxazinyl]-(1-naphthalenyl)methanone mesylate ] , AM2389 [ 9β-hydroxy-3-(1-hexyl-cyclobut-1-yl)-hexahydrocannabinol ] , and AM4054 [ 9β-(hydroxymethyl)-3-(1-adamantyl)-hexahydrocannabinol ] , produced dose-dependent increases in diuresis and decreases in colonic temperature , with slightly lower ED(50 ) values for diuresis than for hypothermia .
None	O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O B-CHEMICAL O B-CHEMICAL O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	The highest doses of cannabinoid drugs yielded , on average , 26 - 32 g/kg urine ; comparable effects were obtained with 10 mg/kg furosemide and 3.0 mg/kg trans-(-)-3,4-dichloro-N-methyl-N-[2-(1-pyrrolidinyl)cyclohexyl]benzeneacetamide ( U50 - 488 ) .
(17, 15, CPR_5) , (19, 15, CPR_5) , (26, 15, CPR_5)	B-CHEMICAL O O O O O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O O O B-CHEMICAL O O B-CHEMICAL O O O O O B-CHEMICAL O O O O O O	O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O	Methanandamide ( 10.0 mg/kg ) had lesser effect than other CB agonists , and the CB2 agonist AM1241 [ 1-(methylpiperidin-2-ylmethyl)-3-(2-iodo-5-nitrobenzoyl)indole ] , the anandamide transport inhibitor AM404 , and the CB antagonist rimonabant did not have diuretic effects .
(11, 9, CPR_5) , (37, 9, CPR_6) , (48, 43, CPR_6) , (55, 60, CPR_5) , (62, 60, CPR_6) , (65, 60, CPR_6)	O O O O O O O O O O O B-CHEMICAL O O O O O O O O O O O O O O O O O O O O O O O O O B-CHEMICAL O O O O O B-CHEMICAL O O O O B-CHEMICAL O O O O O O B-CHEMICAL O O O O O O B-CHEMICAL O O B-CHEMICAL O O O O O	O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O O O O O O O B-GENE-Y O O O O O O O O O O	In further studies , the diuretic effects of the CB1 agonist AM4054 were similar in male and female rats , displayed a relatively rapid onset to action , and were dose-dependently antagonized by 30 minutes pretreatment with rimonabant , but not by the vanilloid receptor type I antagonist capsazepine , nor were the effects of WIN 55,212 antagonized by the CB2 antagonist AM630 [ ( 6-iodo-2-methyl-1-[2-(4-morpholinyl)ethyl]-1H-indol-3-yl](4-methoxyphenyl ) methanone ) ] .
None	O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O B-GENE-Y O O O	These data indicate that cannabinoids have robust diuretic effects in rats that are mediated via CB1 receptor mechanisms .
None	O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O B-GENE-Y O O O O O O O O	Nonsteroidal anti-inflammatory drugs induce apoptosis in association with activation of peroxisome proliferator-activated receptor gamma in rheumatoid synovial cells .
None	O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O	Nonsteroidal anti-inflammatory drugs ( NSAIDs ) have been reported to induce apoptosis in a variety of cell lines .
None	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-GENE-Y O O O O B-GENE-Y O O O O O O O O O O	In this study , we examined the effect of NSAIDs on the growth and apoptosis of synovial cells from patients with rheumatoid arthritis and analyzed the activation of peroxisome proliferator-activated receptor gamma ( PPARgamma ) as a possible mechanism of action of NSAIDs .
None	O O O O O O O B-CHEMICAL O O O B-CHEMICAL O O B-CHEMICAL O O O O O	O O O O O O O O O O O O O O O O O O O O	Cell proliferation and viability were assessed from 5-bromo-2'-deoxyuridine incorporation and by 4-[3-(4-iodophenyl)-2-(4-nitrophenyl)-2H-5-tetrazolio]-1,3-benzene disulfonate ( WST-1 ) assay , respectively .
None	O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O	The apoptosis of synovial cells was identified by DNA fragmentation assay and terminal deoxynucleotidyl transferase-mediated dUTP nick-end labeling assay .
None	B-CHEMICAL O B-CHEMICAL O B-CHEMICAL O O B-CHEMICAL O O O O O O O O O O O O O B-CHEMICAL O B-CHEMICAL O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O	Indometacin , diclofenac , oxaprozin , and zaltoprofen reduced cell proliferation and induced apoptotic cell death in synovial cells , whereas ketoprofen and acetaminophen did not .
